抓取时间,数据源,代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时间戳,代码_纯数字
2026-09-25 09:32:31,新浪,sh600584,长电科技,68.78,-2.99,-4.166,68.78,68.79,71.77,70.98,70.98,68.78,54011150.0,3759138706.0,15:34:59,600584
2026-09-25 09:32:31,新浪,sh603019,中科曙光,82.17,-1.33,-1.593,82.16,82.17,83.5,83.11,83.42,82.1,12994309.0,1074056259.0,15:34:59,603019
2026-09-25 09:32:31,新浪,sh603083,剑桥科技,209.63,-8.54,-3.914,209.63,209.64,218.17,215.65,217.77,208.5,14561201.0,3073334930.0,15:34:59,603083
2026-09-25 09:32:31,新浪,sh603893,瑞芯微,219.05,-3.96,-1.776,219.02,219.05,223.01,223.0,228.74,218.51,15666050.0,3488390217.0,15:34:59,603893
2026-09-25 09:32:31,新浪,sz000988,华工科技,102.9,-3.16,-2.979,102.89,102.9,106.06,105.42,105.63,102.75,26160102.0,2718936007.0,16:29:00,000988
2026-09-25 09:32:31,新浪,sz001309,德明利,394.43,-15.89,-3.873,394.43,394.45,410.32,404.01,404.61,393.7,7710991.0,3068260222.0,16:29:15,001309
2026-09-25 09:32:31,新浪,sz002008,大族激光,89.09,-3.89,-4.184,89.09,89.1,92.98,92.05,92.73,89.0,32461432.0,2926250122.0,16:29:45,002008
2026-09-25 09:32:31,新浪,sz002156,通富微电,61.02,-1.78,-2.834,61.02,61.03,62.8,62.49,62.8,61.0,46276300.0,2851632230.0,16:29:15,002156
2026-09-25 09:32:31,新浪,sz002222,福晶科技,68.07,-1.86,-2.66,68.07,68.08,69.93,69.37,71.55,67.88,20094541.0,1396663915.0,16:29:30,002222
2026-09-25 09:32:31,新浪,sz002273,水晶光电,25.17,-1.02,-3.895,25.16,25.17,26.19,25.9,26.15,25.11,30815933.0,787691546.0,16:29:30,002273
2026-09-25 09:32:31,新浪,sz002281,光迅科技,181.99,-8.01,-4.216,181.99,182.0,190.0,189.09,189.49,181.73,19619717.0,3635030989.0,16:29:15,002281
2026-09-25 09:32:31,新浪,sz002384,东山精密,185.99,-7.01,-3.632,185.98,185.99,193.0,192.0,193.66,185.6,39982948.0,7533577924.0,16:29:30,002384
2026-09-25 09:32:31,新浪,sz002463,沪电股份,124.05,-4.05,-3.162,124.05,124.06,128.1,126.61,128.0,123.3,37922475.0,4748253385.0,16:29:45,002463
2026-09-25 09:32:31,新浪,sz002475,立讯精密,52.0,-2.37,-4.359,52.0,52.01,54.37,54.15,54.15,51.89,70797067.0,3725995371.0,16:29:15,002475
2026-09-25 09:32:31,新浪,sz002484,江海股份,57.96,-1.89,-3.158,57.93,57.96,59.85,59.41,60.05,57.8,24076865.0,1412835227.0,16:29:15,002484
2026-09-25 09:32:31,新浪,sz002709,天赐材料,31.76,-1.08,-3.289,31.75,31.76,32.84,32.71,32.9,31.75,28750525.0,923850584.0,16:29:15,002709
2026-09-25 09:32:31,新浪,sz002837,英维克,57.22,-4.03,-6.58,57.22,57.23,61.25,60.7,60.8,57.0,50944135.0,2960231519.0,16:29:45,002837
2026-09-25 09:32:31,新浪,sz300260,新莱应材,62.0,-2.05,-3.201,61.99,62.0,64.05,63.9,64.17,61.94,10919790.0,685618666.0,16:29:00,300260
2026-09-25 09:32:31,新浪,sz300274,阳光电源,84.21,-2.62,-3.017,84.2,84.21,86.83,86.4,86.58,84.08,34245279.0,2912066837.0,16:29:00,300274
2026-09-25 09:32:31,新浪,sz300394,天孚通信,267.93,-7.47,-2.712,267.93,267.94,275.4,273.22,274.67,265.22,22060480.0,5943596823.0,16:29:45,300394
2026-09-25 09:32:31,新浪,sz300395,菲利华,95.56,-2.9,-2.945,95.56,95.57,98.46,98.46,99.97,94.8,16729124.0,1618207921.0,16:29:00,300395
2026-09-25 09:32:31,新浪,sz300475,香农芯创,172.87,-6.16,-3.441,172.87,172.88,179.03,179.03,180.06,172.76,15091546.0,2645197314.0,16:29:45,300475
2026-09-25 09:32:31,新浪,sz300499,高澜股份,35.92,-0.1,-0.278,35.92,35.93,36.02,35.74,36.75,35.45,19873883.0,717768246.0,16:29:30,300499
2026-09-25 09:32:31,新浪,sz300502,新易盛,435.0,-16.2,-3.59,435.0,435.02,451.2,451.26,452.89,435.0,25015041.0,11072857487.0,16:29:15,300502
2026-09-25 09:32:31,新浪,sz300570,太辰光,219.11,-7.07,-3.126,219.1,219.11,226.18,225.94,227.94,216.0,11476323.0,2550807817.0,16:29:30,300570
2026-09-25 09:32:31,新浪,sz300602,飞荣达,37.47,-1.53,-3.923,37.46,37.47,39.0,38.76,38.89,37.41,12801535.0,486714351.0,16:29:15,300602
2026-09-25 09:32:31,新浪,sz300666,江丰电子,243.62,-8.37,-3.322,243.62,243.77,251.99,251.19,251.4,243.21,5056928.0,1247941337.0,16:29:45,300666
2026-09-25 09:32:31,新浪,sz301308,江波龙,331.77,-14.23,-4.113,331.76,331.77,346.0,341.31,343.0,331.77,7390581.0,2478676154.0,16:29:00,301308
