抓取时间,数据源,代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额,时间戳,代码_纯数字
2026-09-24 09:33:45,新浪,sh600584,长电科技,70.25,-1.52,-2.118,70.22,70.25,71.77,70.98,70.98,70.15,4004490.0,282308158.0,09:32:53,600584
2026-09-24 09:33:45,新浪,sh603019,中科曙光,83.18,-0.32,-0.383,83.17,83.18,83.5,83.11,83.42,82.88,822107.0,68351290.0,09:33:03,603019
2026-09-24 09:33:45,新浪,sh603083,剑桥科技,214.13,-4.04,-1.852,214.0,214.16,218.17,215.65,217.77,214.0,866700.0,186749474.0,09:33:02,603083
2026-09-24 09:33:45,新浪,sh603893,瑞芯微,228.41,5.4,2.421,227.92,228.41,223.01,223.0,228.74,222.52,1930926.0,435849984.0,09:33:08,603893
2026-09-24 09:33:45,新浪,sz000988,华工科技,104.87,-1.19,-1.122,104.85,104.87,106.06,105.42,105.63,104.8,1674600.0,176177196.0,09:33:18,000988
2026-09-24 09:33:45,新浪,sz001309,德明利,401.19,-9.13,-2.225,401.01,401.22,410.32,404.01,404.61,401.0,695300.0,279839921.0,09:33:18,001309
2026-09-24 09:33:45,新浪,sz002008,大族激光,91.53,-1.45,-1.559,91.52,91.53,92.98,92.05,92.73,91.47,1527200.0,140634081.0,09:33:24,002008
2026-09-24 09:33:45,新浪,sz002156,通富微电,62.18,-0.62,-0.987,62.18,62.2,62.8,62.49,62.8,61.96,3562779.0,221493376.0,09:33:18,002156
2026-09-24 09:33:45,新浪,sz002222,福晶科技,70.5,0.57,0.815,70.47,70.56,69.93,69.37,70.98,69.37,1489347.0,104752167.0,09:33:24,002222
2026-09-24 09:33:45,新浪,sz002273,水晶光电,25.71,-0.48,-1.833,25.7,25.71,26.19,25.9,26.15,25.7,2787300.0,72015746.0,09:33:18,002273
2026-09-24 09:33:45,新浪,sz002281,光迅科技,187.69,-2.31,-1.216,187.63,187.76,190.0,189.09,189.49,187.56,1102482.0,207808813.0,09:33:18,002281
2026-09-24 09:33:45,新浪,sz002384,东山精密,189.81,-3.19,-1.653,189.81,189.9,193.0,192.0,192.0,189.3,2983800.0,568846146.0,09:33:24,002384
2026-09-24 09:33:45,新浪,sz002463,沪电股份,126.32,-1.78,-1.39,126.32,126.48,128.1,126.61,128.0,126.25,3180225.0,404169518.0,09:33:27,002463
2026-09-24 09:33:45,新浪,sz002475,立讯精密,53.52,-0.85,-1.563,53.51,53.52,54.37,54.15,54.15,53.5,3546667.0,190693002.0,09:33:27,002475
2026-09-24 09:33:45,新浪,sz002484,江海股份,59.5,-0.35,-0.585,59.5,59.53,59.85,59.41,60.05,59.1,1239775.0,73987823.0,09:33:27,002484
2026-09-24 09:33:45,新浪,sz002709,天赐材料,32.88,0.04,0.122,32.87,32.88,32.84,32.71,32.9,32.6,1065894.0,34925640.0,09:33:27,002709
2026-09-24 09:33:45,新浪,sz002837,英维克,59.95,-1.3,-2.122,59.94,59.95,61.25,60.7,60.8,59.83,2638116.0,158749339.0,09:33:27,002837
2026-09-24 09:33:45,新浪,sz300260,新莱应材,63.84,-0.21,-0.328,63.8,63.84,64.05,63.9,64.17,63.3,589900.0,37551972.0,09:33:27,300260
2026-09-24 09:33:45,新浪,sz300274,阳光电源,86.25,-0.58,-0.668,86.22,86.25,86.83,86.4,86.58,86.06,1630200.0,140734187.0,09:33:27,300274
2026-09-24 09:33:45,新浪,sz300394,天孚通信,272.67,-2.73,-0.991,272.23,272.68,275.4,273.22,274.67,271.68,1215251.0,331582212.0,09:33:27,300394
2026-09-24 09:33:45,新浪,sz300395,菲利华,99.25,0.79,0.802,99.25,99.32,98.46,98.46,99.97,98.46,1482497.0,146993815.0,09:33:27,300395
2026-09-24 09:33:45,新浪,sz300475,香农芯创,176.28,-2.75,-1.536,176.28,176.39,179.03,179.03,179.1,176.03,1145300.0,203162272.0,09:33:33,300475
2026-09-24 09:33:45,新浪,sz300499,高澜股份,35.64,-0.38,-1.055,35.6,35.64,36.02,35.74,35.8,35.53,1177441.0,41995719.0,09:33:33,300499
2026-09-24 09:33:45,新浪,sz300502,新易盛,445.49,-5.71,-1.266,445.22,445.49,451.2,451.26,452.89,445.11,1543324.0,692198556.0,09:33:33,300502
2026-09-24 09:33:45,新浪,sz300570,太辰光,224.29,-1.89,-0.836,224.6,224.75,226.18,225.94,227.94,224.02,970559.0,219272949.0,09:33:30,300570
2026-09-24 09:33:45,新浪,sz300602,飞荣达,38.61,-0.39,-1.0,38.6,38.62,39.0,38.76,38.89,38.6,667800.0,25874447.0,09:33:30,300602
2026-09-24 09:33:45,新浪,sz300666,江丰电子,250.34,-1.65,-0.655,250.26,250.34,251.99,251.19,251.33,248.61,256700.0,64144558.0,09:33:33,300666
2026-09-24 09:33:45,新浪,sz301308,江波龙,339.36,-6.64,-1.919,339.33,339.71,346.0,341.31,343.0,339.01,742624.0,253085354.0,09:33:33,301308
